participantNo,inputType,trialNo,inputTime,prepTime,msg,orgMsg,msgLen,wpm,incorrect_fixed,fixes,taskType,setNum,totalTime,entryTime,corrTime,acCount,inf,correct,uncorrected_error_rate,corrected_error_rate,bandwidth
2,Speech,9,4892,3409,The girl isn't sure why the dog scared the boy,"The girl isn't sure why the dog scared the boy
",46,110.38430089942763,8,3,Transcription,C2,8923,5514,2770,0,0,46,0.0,0.16326530612244897,0.8070175438596491
2,Speech,10,2562,2854,The teenagers went to Bruce's house to drink a cup of tea,"The teenagers went to Bruce's house to drink a cup of tea
",57,262.2950819672132,0,0,Transcription,C1,7185,4331,0,0,0,57,0.0,0.0,1.0
2,Speech,11,6209,1119,The child cried because a man told him Santa wasn't real,"The child cried because a man told him Santa wasn't real
",56,106.29731035593494,1,1,Transcription,C1,8553,7434,1198,0,0,56,0.0,0.017543859649122806,0.9655172413793104
2,Speech,12,3043,3026,A group of friends want to teddy bear in an amusement park,"A group of friends won a teddy bear in an amusement park
",58,224.7781794281959,56,1,Transcription,C1,9063,6037,799,0,4,52,0.07017543859649122,0.9824561403508771,0.46017699115044247
2,Speech,13,3132,4248,The dog hypnotizes the girl into thinking the boy is sad,"The dog hypnotizes the girl into thinking the boy is sad
",56,210.72796934865903,0,0,Transcription,C1,9569,5321,0,0,0,56,0.0,0.0,1.0
2,Speech,14,11832,13551,The teenagers give a gift to their little brother Bobby,"The teenagers gave a gift to their little brother Bobby
",55,54.766734279918865,13,13,Transcription,C1,27708,14157,5911,0,1,54,0.014705882352941176,0.19117647058823528,0.6666666666666666
2,Speech,15,1343,3029,The lady loves her teddy bear,"The lady loves her teddy bear
",29,250.1861504095309,0,0,Transcription,C2,5338,2309,0,0,0,29,0.0,0.0,1.0
2,Speech,16,2221,2564,The kids find an old mug in the garden,"The kids find an old mug in the garden
",38,199.90995047276002,0,0,Transcription,C2,5937,3373,0,0,0,38,0.0,0.0,1.0
2,Speech,17,3258,2744,The girl was confused when she saw a dog and a crying boy,"The girl was confused when she saw a dog and a crying boy
",57,206.26151012891341,0,0,Transcription,C1,7279,4535,0,0,0,57,0.0,0.0,1.0
2,Speech,18,1840,4405,The boy takes his cat on the boat,"The boy takes his cat on the boat
",33,208.69565217391306,0,0,Transcription,C2,7366,2961,0,0,0,33,0.0,0.0,1.0
2,Speech,19,5415,4379,The flight attendant welcomes the passengers on to the flight,"The flight attendant welcomes the passengers on to the flight
",61,132.9639889196676,50,1,Transcription,C2,10794,6415,866,0,0,61,0.0,0.8064516129032258,0.5446428571428571
2,Speech,20,1665,3607,Person makes a soccer ball shaped cake in the house,"A person makes a soccer ball shaped cake in the house
",51,360.36036036036035,0,0,Transcription,C2,7106,3499,0,0,3,48,0.058823529411764705,0.0,0.9411764705882353
15,Speech,1,3652,3243,The teenagers give a gift to their little brother Bobby,"The teenagers gave a gift to their little brother Bobby
",55,177.43702081051478,0,0,Transcription,C1,8067,4824,0,0,1,54,0.01818181818181818,0.0,0.9818181818181818
15,Speech,2,2422,4685,A group of people bought a boy a present,"A group of people bought a boy a present
",40,193.22873658133773,0,0,Transcription,C2,7993,3308,0,0,0,40,0.0,0.0,1.0
15,Speech,3,2234,4580,Santa Claus gifted the man a bike,"Santa Claus gifted the man a bike
",33,171.8889883616831,0,0,Transcription,C2,7585,3005,0,0,0,33,0.0,0.0,1.0
15,Speech,4,7468,4812,The child cried because a man told him Santa wasn't real,"The child cried because a man told him Santa wasn't real
",56,88.37707552222818,4,4,Transcription,C1,13152,8340,2014,0,0,56,0.0,0.06666666666666667,0.875
15,Speech,5,3319,5052,The siblings spent all their money on a giant teddy bear,"The siblings spent all their money on a giant teddy bear
",56,198.8550768303706,0,0,Transcription,C1,9299,4247,0,0,0,56,0.0,0.0,1.0
15,Speech,6,3580,4667,The teenagers went to Bruce's house to drink a cup of tea,"The teenagers went to Bruce's house to drink a cup of tea
",57,187.70949720670393,0,0,Transcription,C1,8414,3747,0,0,0,57,0.0,0.0,1.0
15,Speech,7,2779,4018,The doctor was talking to the boy on an airplane,"The doctor was talking to the boy on an airplane
",48,202.95070169125586,0,0,Transcription,C2,6940,2922,0,0,0,48,0.0,0.0,1.0
15,Speech,8,13824,4048,A group of friends won a teddy bear in an amusement park,"A group of friends won a teddy bear in an amusement park
",56,47.74305555555556,5,5,Transcription,C1,19349,15301,8799,0,0,56,0.0,0.08196721311475409,0.8484848484848485
15,Speech,9,8272,4006,"Sally put some broccoli on her hot dog, she loves vegetables","Sally puts broccoli on her hotdog, she loves vegetables
",60,85.5899419729207,0,0,Transcription,C1,15963,11957,0,0,5,50,0.09090909090909091,0.0,0.9090909090909091
15,Speech,10,3443,4535,The baby loves being in the house when the sun is shining,"The baby loves being in the house when the sun is shining
",57,195.17862329363928,0,0,Transcription,C1,8763,4229,0,0,0,57,0.0,0.0,1.0
15,Speech,11,3891,3552,The dog hypnotizes the girl into thinking the boy is sad,"The dog hypnotizes the girl into thinking the boy is sad
",56,169.62220508866616,0,0,Transcription,C1,7489,3937,0,0,0,56,0.0,0.0,1.0
15,Speech,12,3667,4140,The boy was sad that those swings were wet because of the rain,"The boy was sad that those swings were wet because of the rain
",62,199.61821652577044,0,0,Transcription,C2,8723,4583,0,0,0,62,0.0,0.0,1.0
15,Speech,13,3686,3560,The girl was confused when she saw a dog and a crying boy,"The girl was confused when she saw a dog and a crying boy
",57,182.31144872490506,2,1,Transcription,C1,7650,4090,762,0,0,57,0.0,0.034482758620689655,0.95
15,Speech,14,3655,3931,The mother noticed that there was some money on the ground near the swings,"The mother noticed that there was some money on the ground near the swings
",74,239.671682626539,0,0,Transcription,C2,8360,4429,0,0,0,74,0.0,0.0,1.0
15,Speech,15,3428,3203,The man took the crying boy to Santa Claus to cheer him up,"The man took the crying boy to Santa Claus to cheer him up
",58,199.53325554259044,0,0,Transcription,C2,7622,4419,0,0,0,58,0.0,0.0,1.0
15,Speech,16,3852,3716,The flight attendant becomes the lady and her daughter into the airplane,"The flight attendant welcomes the lady and her daughter into the airplane
",72,221.18380062305297,0,0,Transcription,C2,8328,4612,0,0,2,71,0.0273972602739726,0.0,0.9726027397260274
15,Speech,17,4407,4894,The dog and the lady were confused as to why the boy was crying,"The dog and the lady were confused as to why the boy was crying
",63,168.82232811436353,0,0,Transcription,C2,9997,5103,0,0,0,63,0.0,0.0,1.0
15,Speech,18,5469,3925,The lady found a piece of broccoli in her hot dog,"The lady found a piece of broccoli in her hot dog
",49,105.32089961601756,1,1,Transcription,C2,10135,6211,2141,0,0,49,0.0,0.02,0.9607843137254902
15,Speech,19,3418,4187,The lady who likes to cook in her house also likes playing soccer,"The lady who likes to cook in her house also likes playing soccer
",65,224.69280280866002,0,0,Transcription,C2,7851,3664,0,0,0,65,0.0,0.0,1.0
15,Speech,20,17105,4458,The teacher and her little daughters entered the airplane,"The teacher and her little daughters entered the airplane
",57,39.28675825781936,35,17,Transcription,C1,22423,17965,10223,0,0,57,0.0,0.47297297297297297,0.5229357798165137
15,Keyboard,1,18345,2132,The woman thinks that hot dogs taste better than broccoli,"The woman thinks that hot dogs taste better than broccoli
",57,36.6312346688471,12,3,Transcription,D1,21644,19512,2362,2,0,57,0.0,0.2,0.7916666666666666
15,Keyboard,2,19621,1096,A teddy bear cost too much money for the teenagers to buy,"A teddy bear cost too much money for the teenagers to buy
",57,34.24901890831253,5,2,Transcription,D1,21364,20268,806,5,0,57,0.0,0.0847457627118644,0.890625
15,Keyboard,3,18477,951,The mother could not afford to take her baby to the park,"The mother could not afford to take her baby to the park
",56,35.72008442929047,8,4,Transcription,D1,19941,18990,2113,3,0,56,0.0,0.13333333333333333,0.8235294117647058
15,Keyboard,4,15024,961,The person makes a soccer ball shaped cake in the house,"The person makes a soccer ball shaped cake in the house
",55,43.130990415335475,3,1,Transcription,D1,16482,15521,821,4,0,55,0.0,0.05357142857142857,0.9322033898305084
15,Keyboard,5,12200,880,A group of people drank coffee inside a house,"A group of people drank coffee inside a house
",45,43.278688524590166,4,1,Transcription,D2,13683,12803,727,5,0,45,0.0,0.08695652173913043,0.9
15,Keyboard,6,24864,1966,The doctor on the airplane gave the little boy a lolly pop,"The doctor on the airplane gave the little boy a lolly pop
",58,27.50965250965251,24,8,Transcription,D1,26878,24912,3827,4,0,58,0.0,0.36363636363636365,0.6444444444444445
15,Keyboard,7,36769,1039,The boy cried when he realized that he could not play on the swings because it was wet from the rain,"The boy cried when he realized that he could not play on the swings because it was wet from the rain
",100,32.309826212298404,17,6,Transcription,D2,38278,37239,3428,6,0,100,0.0,0.16037735849056603,0.8130081300813008
15,Keyboard,8,24589,968,Tell me went on a sail cruise and met a little kitty cat,"Tell me went on a sail cruise and met a little kitty cat
",56,26.841270486803047,19,6,Transcription,D1,26757,25789,4177,3,0,56,0.0,0.3064516129032258,0.691358024691358
15,Keyboard,9,25914,1173,Joe saw someone using a Santa Claus costume while biking,"Joe saw someone using a Santa Claus costume while biking
",56,25.468858532067607,44,14,Transcription,D1,27701,26528,8522,7,0,56,0.0,0.6285714285714286,0.49122807017543857
15,Keyboard,10,5416,918,The lady loved soccer,"The lady loved soccer
",21,44.31314623338257,5,1,Transcription,D2,7603,6685,763,1,0,21,0.0,0.22727272727272727,0.7777777777777778
15,Keyboard,11,27977,1256,The mother refused to pay money for her child to play on the swings in the park,"The mother refused to pay money for her child to play on the swings in the park
",79,33.45605318654609,30,8,Transcription,D2,30083,28828,7392,6,0,79,0.0,0.3448275862068966,0.6752136752136753
15,Keyboard,12,9468,936,The old woman loved teddy bears,"The old woman loved teddy bears
",31,38.022813688212935,15,3,Transcription,D2,11175,10239,2187,3,0,31,0.0,0.4411764705882353,0.6326530612244898
15,Keyboard,13,21758,860,The doctor gifted the boy a toy airplane for his good behavior,"The doctor gifted the boy a toy airplane for his good behavior
",62,33.642798051291486,34,13,Transcription,D2,24349,23489,5599,7,0,62,0.0,0.4533333333333333,0.5688073394495413
15,Keyboard,14,14786,1200,The baby stays in the house so that he's not sunburned,"The baby stays in the house so that he's not sunburned
",54,43.01366157175707,3,1,Transcription,D1,16640,15440,606,2,0,54,0.0,0.05454545454545454,0.9310344827586207
15,Keyboard,15,24302,785,The girl wondered why the boy was crying while the dog tried to cheer him up,"The girl wondered why the boy was crying while the dog tried to cheer him up
",76,37.03398897210106,23,5,Transcription,D2,25569,24785,3409,5,0,76,0.0,0.2839506172839506,0.7307692307692307
15,Keyboard,16,22767,851,The woman found money on the ground next to the swing set,"The woman found money on the ground next to the swing set
",57,29.51640532349454,26,12,Transcription,D1,24680,23829,6102,5,0,57,0.0,0.37681159420289856,0.6
15,Keyboard,17,11691,1070,The man was happy to hear his baby over the phone,"The man was happy to hear his baby over the phone
",49,49.268668206312555,18,4,Transcription,D2,13322,12252,2642,4,0,49,0.0,0.33962264150943394,0.6901408450704225
15,Keyboard,18,16795,1341,The man was torn between his love and his love for soccer,"The man was torn between his love and his love for soccer
",57,40.011908306043466,26,6,Transcription,D1,18700,17359,3665,6,0,57,0.0,0.4126984126984127,0.6404494382022472
15,Keyboard,19,11112,1625,The boy saw a cat jump off the boat,"The boy saw a cat jump off the boat
",35,36.717062634989205,9,2,Transcription,D2,14263,12638,1814,2,0,35,0.0,0.24324324324324326,0.7608695652173914
15,Keyboard,20,23057,1289,The boy started crying when the man told him that Santa Claus was not real,"The boy started crying when the man told him that Santa Claus was not real
",74,37.992800451056084,24,11,Transcription,D2,24954,23665,5588,6,0,74,0.0,0.2823529411764706,0.6788990825688074
19,Keyboard,1,12196,1100,The man sat on a bench with a flower in his hand,"The man sat on a bench with a flower in his hand
",48,46.24467038373238,0,0,Transcription,C2,14025,12925,0,0,0,48,0.0,0.0,1.0
19,Keyboard,2,9699,991,The three men enjoyed coffee at home,"The three men enjoyed coffee at home
",36,43.30343334364368,4,1,Transcription,C2,11743,10752,1130,1,0,36,0.0,0.10810810810810811,0.8780487804878049
19,Keyboard,3,14231,1191,The girl was confused when she saw a dog and a crying boy,"The girl was confused when she saw a dog and a crying boy
",57,47.22085587801279,0,0,Transcription,C1,16324,15133,0,0,0,57,0.0,0.0,1.0
19,Keyboard,4,10886,1087,The baby was kept indoors when the sun was out,"The baby was kept indoors when the sun was out
",46,49.60499724416683,0,0,Transcription,C2,12712,11625,0,0,0,46,0.0,0.0,1.0
19,Keyboard,5,15716,1067,The do hypnotizes the girl into thinking the boy is sad,"The dog hypnotizes the girl into thinking the boy is sad
",55,41.23186561466022,0,0,Transcription,C1,17336,16269,0,0,1,55,0.017857142857142856,0.0,0.9821428571428571
19,Keyboard,6,15442,938,A group of friends won a teddy bear in an amusement park,"A group of friends won a teddy bear in an amusement park
",56,42.74057764538272,0,0,Transcription,C1,17038,16100,0,2,0,56,0.0,0.0,1.0
19,Keyboard,7,15094,1431,The child cried because a man told him Santa wasn't real,"The child cried because a man told him Santa wasn't real
",56,43.72598383463628,0,0,Transcription,C1,17223,15792,0,1,0,56,0.0,0.0,1.0
19,Keyboard,8,16312,1103,The teacher and her little daughters entered the airplane,"The teacher and her little daughters entered the airplane
",57,41.196665031878375,1,1,Transcription,C1,18118,17015,567,3,0,57,0.0,0.017241379310344827,0.9661016949152542
19,Keyboard,9,11263,954,The man was going to cook a turtle in a pan!,"The man was going to cook a turtle in a pan!
",44,45.81372636064992,0,0,Transcription,C2,14019,13066,0,0,0,44,0.0,0.0,1.0
19,Keyboard,10,22758,1057,The flight attendant moved the woman and her child to a more comfortable seat in the plane,"The flight attendant moved the woman and her child to a more comfortable seat in the plane
",90,46.928552596889006,0,0,Transcription,C2,25045,23988,0,3,0,90,0.0,0.0,1.0
19,Keyboard,11,21119,960,The boy cried because he could not ride on the swing since it was raining,"The boy cried because he could not ride on the swing since it was raining
",73,40.91102798427956,1,1,Transcription,C2,22557,21597,456,2,0,73,0.0,0.013513513513513514,0.9733333333333334
19,Keyboard,12,14057,1028,The girl did not understand that her dog made the boy cry,"The girl did not understand that her dog made the boy cry
",57,47.80536387564915,3,1,Transcription,C2,15616,14588,1032,2,0,57,0.0,0.05172413793103448,0.9344262295081968
19,Keyboard,13,6784,1380,The found a cat on the ship,"The boy found a cat on the ship
",27,45.99056603773585,4,1,Transcription,C2,9022,7642,1073,1,4,23,0.14285714285714285,0.14285714285714285,0.71875
19,Keyboard,14,17449,993,The man took a picture of the baby with his cellphone,"The man took a picture of the baby with his cellphone
",53,35.76136168261791,7,7,Transcription,C2,19119,18127,3299,3,0,53,0.0,0.11666666666666667,0.7910447761194029
19,Keyboard,15,20403,1272,The teenagers went to Bruce's house to drink a cup of tea,"The teenagers went to Bruce's house to drink a cup of tea
",57,32.936332892221735,1,1,Transcription,C1,22846,21574,420,1,0,57,0.0,0.017241379310344827,0.9661016949152542
19,Keyboard,16,15027,950,"Sally puts broccoli on her hotdog, she loves vegetables","Sally puts broccoli on her hotdog, she loves vegetables
",55,43.12237971651029,1,1,Transcription,C1,16683,15734,587,1,0,55,0.0,0.017857142857142856,0.9649122807017544
19,Keyboard,17,8786,1405,The boy got a cycle from Santa,"The boy got a cycle from Santa
",30,39.608468017300254,0,0,Transcription,C2,10642,9238,0,1,0,30,0.0,0.0,1.0
19,Keyboard,18,17947,842,The teenagers gave a gift to their little brother Bobby,"The teenagers gave a gift to their little brother Bobby
",55,36.10631303281885,13,2,Transcription,C1,19493,18651,1872,3,0,55,0.0,0.22807017543859648,0.7857142857142857
19,Keyboard,19,18169,1109,The baby loves being in the house when the sun is shining,"The baby loves being in the house when the sun is shining
",57,36.98607518300402,4,4,Transcription,C1,19905,18796,1173,2,0,57,0.0,0.06557377049180328,0.8769230769230769
19,Keyboard,20,17459,1141,The siblings spent all their money on a giant teddy bear,"The siblings spent all their money on a giant teddy bear
",56,37.80285239704451,1,1,Transcription,C1,19154,18014,465,0,0,56,0.0,0.017543859649122806,0.9655172413793104
19,Speech,1,7302,1556,The woman thinks that hot dogs taste better than broccoli,"The woman thinks that hot dogs taste better than broccoli
",57,92.02958093672967,0,0,Transcription,D1,11276,9720,0,0,0,57,0.0,0.0,1.0
19,Speech,2,3646,2864,The baby stays in the house so that he's not sunburned,"The baby stays in the house so that he's not sunburned
",54,174.4377399890291,0,0,Transcription,D1,8352,5488,0,0,0,54,0.0,0.0,1.0
19,Speech,3,15135,7190,Tell me went on a sail cruise and met a little kitty cat,"Tell me went on a sail cruise and met a little kitty cat
",56,43.60753221010902,9,9,Transcription,D1,25064,17875,7994,0,0,56,0.0,0.13846153846153847,0.7567567567567568
19,Speech,4,3216,3625,The mother could not afford to take her baby to the park,"The mother could not afford to take her baby to the park
",56,205.22388059701495,0,0,Transcription,D1,10323,6698,0,0,0,56,0.0,0.0,1.0
19,Speech,5,2424,4253,The doctor had an apple tree outside his house,"The doctor had an apple tree outside his house
",46,222.77227722772278,0,0,Transcription,D2,8350,4097,0,0,0,46,0.0,0.0,1.0
19,Speech,6,12637,3660,A teddy beer cost too much money for the teenagers to buy,"A teddy bear cost too much money for the teenagers to buy
",57,53.17717812772019,22,12,Transcription,D1,17494,13834,7196,0,1,56,0.014492753623188406,0.3188405797101449,0.6153846153846154
19,Speech,7,9392,3356,The boy cooked some food for his turtle,"The boy cooked some food for his turtle
",39,48.5519591141397,16,8,Transcription,D2,13794,10438,5146,0,0,39,0.0,0.3404255319148936,0.6190476190476191
19,Speech,8,7737,3967,The woman found money on the ground next to the swing set,"The woman found money on the ground next to the swing set
",57,86.85537029856533,5,5,Transcription,D1,17281,13314,2630,0,0,57,0.0,0.08064516129032258,0.8507462686567164
19,Speech,9,5956,5125,The woman paid money to ride on the swing,"The woman paid money to ride on the swing
",41,80.59100067159167,33,2,Transcription,D2,11792,6667,5089,0,0,41,0.0,0.7674418604651163,0.5394736842105263
19,Speech,10,4610,3801,The girl did not understand why the boy was crying after losing his dog,"The girl did not understand why the boy was crying after losing his dog
",71,182.2125813449024,0,0,Transcription,D2,11061,7260,0,0,0,71,0.0,0.0,1.0
19,Speech,11,3008,4982,Joe saw someone using a Santa Claus costume while biking,"Joe saw someone using a Santa Claus costume while biking
",56,219.4148936170213,0,0,Transcription,D1,10373,5392,0,0,0,56,0.0,0.0,1.0
19,Speech,12,7361,2821,The girl went home to cook after playing soccer,"The girl went home to cook after playing soccer
",47,74.98981116696102,53,4,Transcription,D2,11391,8570,4561,0,0,47,0.0,1.0392156862745099,0.4519230769230769
19,Speech,13,3141,3644,The boy did not get any presents from his friends,"The boy did not get any presents from his friends
",49,183.3810888252149,0,0,Transcription,D2,8287,4643,0,0,0,49,0.0,0.0,1.0
19,Speech,14,4142,2258,The person makes a soccer ball shaped cake in the house,"The person makes a soccer ball shaped cake in the house
",55,156.4461612747465,0,0,Transcription,D1,8327,6069,0,0,0,55,0.0,0.0,1.0
19,Speech,15,3675,3325,The flight attendant gave some toys to the child in the plane,"The flight attendant gave some toys to the child in the plane
",61,195.9183673469388,0,0,Transcription,D2,8043,4718,0,0,0,61,0.0,0.0,1.0
19,Speech,16,4363,1822,The cat and the boy played around in the sailboat,"The cat and the boy played around in the sailboat
",49,132.01925280770112,0,0,Transcription,D2,8722,6900,0,0,0,49,0.0,0.0,1.0
19,Speech,17,12271,766,The doctor on the airplane gave the little boy a lolly pop,"The doctor on the airplane gave the little boy a lolly pop
",58,55.741178388069436,4,2,Transcription,D1,17710,16945,5938,0,0,58,0.0,0.06666666666666667,0.90625
19,Speech,18,3195,3372,The teddy bear asked for money from the kids,"The teddy bear asked for money from the kids
",44,161.50234741784038,10,1,Transcription,D2,7477,4105,59,0,0,44,0.0,0.2222222222222222,0.8
19,Speech,19,3347,3764,The man was torn between his love and his love for soccer,"The man was torn between his love and his love for soccer
",57,200.77681505826115,0,0,Transcription,D1,8708,4944,0,0,0,57,0.0,0.0,1.0
19,Speech,20,2103,3359,The boy saw Santa riding a bicycle,"The boy saw Santa riding a bicycle
",34,188.30242510699,0,0,Transcription,D2,7095,3736,0,0,0,34,0.0,0.0,1.0
20,Speech,1,16477,4174,The baby stays in the house so that he's not sunburned,"The baby stays in the house so that he's not sunburned
",54,38.59925957395157,7,5,Transcription,D1,21176,17003,4233,0,0,54,0.0,0.11864406779661017,0.8181818181818182
20,Speech,2,12321,2437,The person makes a soccer ball shaped cake in the house,"The person makes a soccer ball shaped cake in the house
",55,52.593133674214755,0,0,Transcription,D1,15048,12611,0,0,0,55,0.0,0.0,1.0
20,Speech,3,4419,4783,I love having birthdays with my friends because I like getting gifts,"I love having birthdays with my friends because I like getting gifts
",68,181.94161575016975,0,0,Transcription,D2,12636,7854,0,0,0,68,0.0,0.0,1.0
20,Speech,4,4929,4669,My mother would always prefer her broccoli over hot dogs,"My mother would always prefer her broccoli over hot dogs
",56,133.90139987827146,0,0,Transcription,D2,14825,10156,0,0,0,56,0.0,0.0,1.0
20,Speech,5,5649,5431,Emily and her baby had a really nice flight because of the flight attendant,"Emily and her baby had a really nice flight because of the flight attendant
",75,157.1959638874137,0,0,Transcription,D2,15150,9719,0,0,0,75,0.0,0.0,1.0
20,Speech,6,7051,5788,Mitch really wanted to be on the swing set but his plans got canceled because of the rain,"Mitch really wanted to be on the swing set but his plans got canceled because of the rain
",89,149.76599063962558,88,1,Transcription,D2,18091,12303,894,0,0,89,0.0,0.9777777777777777,0.5
20,Speech,7,7481,4754,The gardener planted flowers around the bench in the park,"The gardener planted flowers around the bench in the park
",57,89.82756316000535,1,1,Transcription,D2,18607,13853,3174,0,0,57,0.0,0.017241379310344827,0.9661016949152542
20,Speech,8,11152,7708,The woman thinks that hot dogs taste better than broccoli,"The woman thinks that hot dogs taste better than broccoli
",57,60.25824964131995,3,3,Transcription,D1,22555,14847,2352,0,0,57,0.0,0.05,0.9047619047619048
20,Speech,9,9082,4368,The woman found money on the ground next to the swing set,"The woman found money on the ground next to the swing set
",57,73.99251266240917,0,0,Transcription,D1,13923,9555,0,0,0,57,0.0,0.0,1.0
20,Speech,10,4891,3845,The mother could not afford to take her baby to the park,"The mother could not afford to take her baby to the park
",56,134.94172970762625,0,0,Transcription,D1,12776,8932,0,0,0,56,0.0,0.0,1.0
20,Speech,11,10004,6543,Being a vegetarian Tom cannot imagine people consuming tortoise meat,"Being a vegetarian Tom cannot imagine people consuming tortoise meat
",68,80.36785285885647,69,7,Transcription,D2,24198,17656,4740,0,0,68,0.0,0.92,0.4722222222222222
20,Speech,12,6226,5771,The man was torn between his love and his love for soccer,"The man was torn between his love and his love for soccer
",57,107.93446835849664,0,0,Transcription,D1,12804,7033,0,0,0,57,0.0,0.0,1.0
20,Speech,13,3927,3919,The baby likes getting out of the house to get some sun,"The baby likes getting out of the house to get some sun
",55,165.0114591291062,0,0,Transcription,D2,10694,6775,0,0,0,55,0.0,0.0,1.0
20,Speech,14,6190,6266,A teddy bear cost too much money for the teenagers to buy,"A teddy bear cost too much money for the teenagers to buy
",57,108.56219709208399,0,0,Transcription,D1,15166,8900,0,0,0,57,0.0,0.0,1.0
20,Speech,15,17288,7926,Tell me went on a sail cruise and met a little kitty cat,"Tell me went on a sail cruise and met a little kitty cat
",56,38.17677001388246,58,7,Transcription,D1,26266,18340,3976,0,0,56,0.0,0.9206349206349206,0.4628099173553719
20,Speech,16,8414,609,My cousin's pitched in money for my birthday and got me a teddy bear,"My cousins pitched in money for my birthday and got me a teddy bear
",68,95.55502733539339,67,1,Transcription,D2,10787,10178,888,0,1,66,0.014705882352941176,0.9852941176470589,0.4888888888888889
20,Speech,17,13513,4612,The doctor on the airplane gave the little boy a lolly pop,"The doctor on the airplane gave the little boy a lolly pop
",58,50.617923481092284,61,4,Transcription,D1,19410,14798,2044,0,0,58,0.0,0.9838709677419355,0.4715447154471545
20,Speech,18,6339,3572,Joe saw someone using a Santa Claus costume while biking,"Joe saw someone using a Santa Claus costume while biking
",56,104.11736867013724,0,0,Transcription,D1,15588,12016,0,0,0,56,0.0,0.0,1.0
20,Speech,19,15557,456,Me and my mom used to love going to the fair even if it cost us a lot of money,"Me and my mom used to love going to the fair even if it cost us a lot of money
",78,59.3944847978402,10,2,Transcription,D2,24706,24250,161,0,0,78,0.0,0.125,0.8666666666666667
20,Speech,20,4510,762,John loved his football,"John loved his football
",23,58.53658536585366,0,0,Transcription,D2,6304,5542,0,0,0,23,0.0,0.0,1.0
20,Keyboard,1,14656,2337,The baby loves being in the house when the sun is shining,"The baby loves being in the house when the sun is shining
",57,45.851528384279476,1,1,Transcription,C1,22655,20319,450,0,0,57,0.0,0.017241379310344827,0.9661016949152542
20,Keyboard,2,13219,1015,I wish to see Santa ride a bike from the North Pole,"I wish to see Santa ride a bike from the North Pole
",51,45.389212497163186,0,0,Transcription,C2,16396,15382,0,0,0,51,0.0,0.0,1.0
20,Keyboard,3,13251,972,The teacher and her little daughters entered the airplane,"The teacher and her little daughters entered the airplane
",57,50.713153724247235,1,1,Transcription,C1,18506,17534,533,1,0,57,0.0,0.017241379310344827,0.9661016949152542
20,Keyboard,4,14991,1015,The siblings spent all their money on a giant teddy bear,"The siblings spent all their money on a giant teddy bear
",56,44.0264158495097,2,2,Transcription,C1,19964,18950,1701,0,0,56,0.0,0.034482758620689655,0.9333333333333333
20,Keyboard,5,15815,994,Growing up me and my siblings were not allowed to have coffee at home,"Growing up me and my siblings were not allowed to have coffee at home
",69,51.596585520075884,1,1,Transcription,C2,20544,19550,632,0,0,69,0.0,0.014285714285714285,0.971830985915493
20,Keyboard,6,12832,1114,Jerry likes having breakfast with his pet tortoise,"Jerry likes having breakfast with his pet tortoise
",50,45.82294264339152,0,0,Transcription,C2,18513,17400,0,1,0,50,0.0,0.0,1.0
20,Keyboard,7,10844,1651,Medically babies should not be allowed on flights,"Medically babies should not be allowed on flights
",49,53.116931021763186,0,0,Transcription,C2,16627,14976,0,0,0,49,0.0,0.0,1.0
20,Keyboard,8,11003,948,"The dog bit the boy, leaving the owner confused","The dog bit the boy, leaving the owner confused
",47,50.1681359629192,0,0,Transcription,C2,15413,14465,0,0,0,47,0.0,0.0,1.0
20,Keyboard,9,17534,864,A group of friends won a teddy bear in an amusement park,"A group of friends won a teddy bear in an amusement park
",56,37.64115432873275,1,1,Transcription,C1,21219,20355,457,0,0,56,0.0,0.017543859649122806,0.9655172413793104
20,Keyboard,10,16206,929,The teenagers gave a gift to their little brother Bobby,"The teenagers gave a gift to their little brother Bobby
",55,39.98519067012218,6,2,Transcription,C1,20429,19500,999,1,0,55,0.0,0.10526315789473684,0.873015873015873
20,Keyboard,11,12893,1977,The girl was confused when she saw a dog and a crying baby,"The girl was confused when she saw a dog and a crying boy
",58,53.05204374466766,0,0,Transcription,C1,17776,15799,0,0,2,55,0.03508771929824561,0.0,0.9649122807017544
20,Keyboard,12,16247,1054,The teenagers went to Bruce's house to drink a cup of tea,"The teenagers went to Bruce's house to drink a cup of tea
",57,41.361482119775964,0,0,Transcription,C1,20286,19232,0,0,0,57,0.0,0.0,1.0
20,Keyboard,13,14822,943,My mum saved up to buy a swing set for me when I was a baby,"My mum saved up to buy a swing set for me when I was a baby
",59,46.957225745513426,1,1,Transcription,C2,19812,18869,646,0,0,59,0.0,0.016666666666666666,0.9672131147540983
20,Keyboard,14,16152,998,The child cried because a man told him Santa wasn't real,"The child cried because a man told him Santa wasn't real
",56,40.86181277860327,3,3,Transcription,C1,21361,20363,1030,1,0,56,0.0,0.05084745762711865,0.9032258064516129
20,Keyboard,15,11352,927,My dad always used his cellphone to entertain me a baby,"My dad always used his cellphone to entertain me as a baby
",55,57.082452431289646,0,0,Transcription,C2,14513,13586,0,1,3,55,0.05172413793103448,0.0,0.9482758620689655
20,Keyboard,16,18029,901,"Sally puts broccoli on her hotdog, she loves vegetables","Sally puts broccoli on her hotdog, she loves vegetables
",55,35.94209329413723,8,4,Transcription,C1,23186,22285,1460,2,0,55,0.0,0.13559322033898305,0.8208955223880597
