participantNo,inputType,trialNo,inputTime,prepTime,msg,correctMsg,msgLen,wpm,incorrect_fixed,fixes,triad,taskType,setNum,totalTime,entryTime,corrTime,acCount,gMsg,uncorrected_error_rate,corrected_error_rate,bandwidth
5,Speech,2,8575,7895,The boy noticed that there was a cat in the boat.,The boy noticed that there was a cat in the boat.,49,67.17201166,10,4,"boy.png,boat.png,cat.png",Composition,A,17426,9531,2612,0,The boy noticed that there was a cat in the boat.,0,0.188679245,0.777777778
5,Speech,3,13245,15647,Doctors have apples at home.,Doctors have apples at home.,28,24.46206116,0,0,"apple.png,doctor.png,house.png",Composition,A,30261,14614,0,0,Doctors have apples at home.,0,0,1
5,Speech,4,15142,19186,The total stepped onto the pan that the man was using.,The turtle stepped onto the pan that the man was using.,54,42.00237749,8,8,"turtle.png,cooking-pan.png,youngman.png",Composition,A,36367,17181,3294,0,The turtle stepped onto the pan that the man was using.,0.063492063,0.126984127,0.718309859
5,Speech,5,13854,12022,The doctor and his little son boarded the airplane,The doctor and his little son boarded the airplane,50,42.44261585,7,4,"doctor.png,plane.png,boy.png",Composition,A,28051,16029,7986,0,The doctor and his little son boarded the airplane,0,0.12962963,0.819672131
5,Speech,6,1111,12301,Old people love teddy bears,Old people love teddy bears,27,280.8280828,0,0,"grandma.png,heart.png,teddybear.png",Composition,A,15359,3058,0,0,Old people love teddy bears,0,0,1
5,Speech,7,3773,12520,The man with the flower sat on the bench.,The man with the flower sat on the bench.,41,127.2197191,0,0,"flower.png,bench.png,man.png",Composition,A,16842,4322,0,0,The man with the flower sat on the bench.,0,0,1
5,Speech,9,1948,15673,Playing soccer was close to his heart,Playing soccer was close to his heart,37,221.7659138,0,0,"soccer.png,youngman.png,heart.png",Composition,A,19397,3724,0,0,Playing soccer was close to his heart,0,0,1
5,Speech,10,13022,31800,The teacher and her little daughters entered the airplane.,The teacher and her little daughters entered the airplane.,58,52.52649363,40,7,"woman.png,momandbaby.png,plane.png",Composition,A,45416,13616,5403,0,The teacher and her little daughters entered the airplane.,0,0.615384615,0.552380952
5,Speech,11,8989,14348,The man cycled all the way to meet Santa,The man cycled all the way to meet Santa,40,52.06363333,6,6,"bicycle.png,youngman.png,santa.png",Composition,A,24913,10565,3037,0,The man cycled all the way to meet Santa,0,0.130434783,0.769230769
5,Speech,12,7630,9208,The friends realized that teddy bears were expensive,The friends realized that teddy bears were expensive,52,80.20969856,6,6,"teddybear.png,money.png,Friends.png",Composition,A,19753,10545,4277,0,The friends realized that teddy bears were expensive,0,0.103448276,0.8125
5,Speech,13,22298,18670,The boy stopped crying when he saw Santa and it was shown by his dad,The boy stopped crying when he saw Santa and it was shown by his dad,68,36.05704547,72,21,"crying.png,youngman.png,santa.png",Composition,A,42336,23666,9419,0,The boy stopped crying when he saw Santa and was shown by his dad,0.01744186,0.823099033,0.407382656
5,Speech,14,44618,3931,The girl loved to cook and play football at home,The girl loved to cook and play football at home,48,12.64063831,48,2,"cooking.png,house.png,soccer.png",Composition,A,51092,47161,9644,0,The girl loved to cook and play football at home,0,0.96,0.489795918
5,Speech,15,1987,15802,The rain prevented the boy from using the swing,The rain prevented the boy from using the swing,47,277.8057373,0,0,"swings.png,crying.png,raincloud.png",Composition,A,19168,3366,0,0,The rain prevented the boy from using the swing,0,0,1
5,Speech,16,3921,36730,The girl wondered why the dog was running and the boy was crying,The girl wondered why the dog was running and the boy was crying,64,192.8079572,0,0,"crying.png,pup.png,confused.png",Composition,A,43808,7078,0,0,The girl wondered why the dog was running and the boy was crying,0,0,1
5,Speech,17,4542,15070,The baby laughed when he saw the sunlight coming through the window,The baby laughed when he saw the sunlight coming through the window,67,174.3725231,4,1,"sun.png,house.png,baby.png",Composition,A,22355,7286,302,0,The baby laughed when he saw the sunlight coming through the window,0,0.058823529,0.930555556
5,Speech,18,12637,13566,The teacher said that broccoli and sausages don't go well together.,The teacher said that broccoli and sausages don't go well together.,67,62.67310279,13,6,"brocoli.png,hotdog.png,woman.png",Composition,A,26527,12961,6913,0,The teacher said that broccoli and sausages don't go well together.,0,0.178082192,0.779069767
5,Speech,19,15931,12388,The girl felt it was unfair to pay to use tje swing,The girl felt it was unfair to pay to use the swing,51,37.66241918,15,7,"swings.png,money.png,momandbaby.png",Composition,A,30028,17641,4482,0,The girl felt it was unfair to pay to use the swing,0.017241379,0.25862069,0.684931507
5,Speech,20,5080,38315,The little boy told that his friends were a gift,The little boy was told that his friends were a gift,48,111.023622,5,2,"boy.png,Friends.png,present.png",Composition,A,45662,7347,143,0,The little boy was told that his friends were a gift,0.074074074,0.092592593,0.813559322
6,Speech,1,22691,15932,The little boy couldn't ride his swing because it was raining.,The little boy couldn't ride his swing because it was raining.,62,32.25948614,65,17,"swings.png,crying.png,raincloud.png",Composition,A,41442,25510,13686,0,The little boy couldn't ride his swing because it was raining.,0,0.82278481,0.430555556
6,Speech,2,9981,24354,The boy loved playing football.,The boy loved playing football.,31,36.06853021,20,8,"soccer.png,youngman.png,heart.png",Composition,A,38350,13996,3921,0,The boy loved playing football.,0,0.512820513,0.525423729
6,Speech,3,7262,25643,The three friends brought the child a birthday gift.,The three friends brought the child a birthday gift.,52,84.2743046,30,1,"boy.png,Friends.png,present.png",Composition,A,37993,12350,836,0,The three friends brought the child a birthday gift.,0,0.566037736,0.626506024
6,Speech,4,4604,34690,The little girl took the cat with her when she boarded the ship.,The little girl took the cat with her when she boarded the ship.,64,164.2050391,0,0,"boy.png,boat.png,cat.png",Composition,A,42333,7643,0,0,The little girl took the cat with her when she boarded the ship.,0,0,1
6,Speech,5,5597,30182,The good loved cooking indoors and playing football outdoors.,The girl loved cooking indoors and playing football outdoors.,61,128.640343,0,0,"cooking.png,house.png,soccer.png",Composition,A,38056,7874,0,0,The good loved cooking indoors and playing football outdoors.,0.024590164,0,0.975409836
6,Speech,6,8577,19669,The woman spent a lot of money to buy her child a swing to play with.,The woman spent a lot of money to buy her child a swing to play with.,69,95.1381602,15,2,"swings.png,money.png,momandbaby.png",Composition,A,32797,13128,210,0,The woman spent a lot of money to buy her child a swing to play with.,0,0.211267606,0.802325581
6,Speech,7,3480,18356,An apple a day keeps the doctor away from the house.,An apple a day keeps the doctor away from the house.,52,175.862069,0,0,"apple.png,doctor.png,house.png",Composition,A,23334,4978,0,0,An apple a day keeps the doctor away from the house.,0,0,1
6,Speech,8,5507,23957,The boy loved eating and playing with his toy turtle.,The boy loved eating and playing with his toy turtle.,53,113.3103323,0,0,"turtle.png,cooking-pan.png,youngman.png",Composition,A,30925,6969,0,0,The boy loved eating and playing with his toy turtle.,0,0,1
6,Speech,9,5275,19278,The baby was happy to go out of the house when it was sunny.,The baby was happy to go out of the house when it was sunny.,60,134.2180095,0,0,"sun.png,house.png,baby.png",Composition,A,25865,6587,0,0,The baby was happy to go out of the house when it was sunny.,0,0,1
6,Speech,10,7135,17770,The baby's father didn't let the baby play with his smartphone.,The baby's father didn't let the baby play with his smartphone.,63,104.2747022,0,0,"baby.png,iPhone4.png,man.png",Composition,A,26740,8971,0,0,The baby's father didn't let the baby play with his smartphone.,0,0,1
6,Speech,11,6226,22295,The woman made a hot dish with the broccoli.,The woman made a hot dish with the broccoli.,44,82.87825249,0,0,"brocoli.png,hotdog.png,woman.png",Composition,A,29904,7610,0,0,The woman made a hot dish with the broccoli.,0,0,1
6,Speech,12,7730,22827,The three friends had a great time having coffee inside the house.,The three friends had a great time having coffee inside the house.,66,100.9055627,4,1,"house.png,Friends.png,mug.png",Composition,A,32154,9327,2649,0,The three friends had a great time having coffee inside the house.,0,0.059701493,0.929577465
6,Speech,13,14609,12461,The three friends found out that a teddy bear cost more money than they could have imagined.,The three friends found out that a teddy bear cost more money than they could have imagined.,92,74.74844274,105,8,"teddybear.png,money.png,Friends.png",Composition,A,32705,20244,5690,0,The three friends found out that a teddy bear cost more money than they could have imagined.,0,1.05,0.448780488
6,Speech,14,5241,13398,The air hostess welcomed the woman and her baby on the plane.,The air hostess welcomed the woman and her baby on the plane.,61,137.3783629,0,0,"woman.png,momandbaby.png,plane.png",Composition,A,20525,7127,0,0,The air hostess welcomed the woman and her baby on the plane.,0,0,1
6,Speech,15,11067,28048,The boy imagined the Santa riding on a bicycle.,The boy imagined the Santa riding on a bicycle.,47,49.87801572,7,3,"bicycle.png,youngman.png,santa.png",Composition,A,40918,12870,3187,0,The boy imagined Santa riding on a bicycle.,0.04,0.14,0.789473684
6,Speech,16,3827,15633,Grandma loved her old fluffy teddy bear.,Grandma loved her old fluffy teddy bear.,40,122.2889992,0,0,"grandma.png,heart.png,teddybear.png",Composition,A,22225,6592,0,0,Grandma loved her old fluffy teddy bear.,0,0,1
6,Speech,17,23310,23577,The man ventured outside and sat on the bench to observe flowers blooming during spring.,The man ventured outside and sat on the bench to observe flowers blooming during spring.,88,44.78764479,34,23,"flower.png,bench.png,man.png",Composition,A,51898,28322,11255,0,The man ventured outside and sat on the bench to observe flowers blooming during spring.,0,0.306306306,0.606896552
6,Speech,18,14603,10106,The boy told his little brother that Santa is not real which made his brother cry.,The boy told his little brother that Santa is not real which made his brother cry.,82,66.56166541,69,7,"crying.png,youngman.png,santa.png",Composition,A,30370,20264,6407,0,The boy told his little brother that Santa is not real which made his brother cry.,0,0.775280899,0.518987342
6,Speech,19,7266,45739,The doctor cautioned the family about taking their child on the plane because he was sick.,The doctor cautioned the family about taking their child on the plane because he was sick.,90,146.985962,0,0,"doctor.png,plane.png,boy.png",Composition,A,58873,13134,0,0,The doctor cautioned the family about taking their child on the plane because he was sick.,0,0,1
6,Speech,20,13538,63918,The girl was puzzled that their family dog made her brother cry.,The girl was puzzled that their family dog made her brother cry.,64,55.84281282,8,4,"crying.png,pup.png,confused.png",Composition,A,79287,15369,2039,0,The girl was puzzled that their family dog made her brother cry.,0,0.117647059,0.842105263
6,Keyboard,1,25603,5186,The man wanted to feed his little turtle. ,The man wanted to feed his little turtle. ,42,19.21649807,19,19,"turtle.png,cooking-pan.png,youngman.png",Composition,B,34566,29380,7997,0,The man wanted to feed his little turtle. ,0,0.316666667,0.518987342
6,Keyboard,2,36698,1580,The three friends brought a huge gift for the boy which made him feel very loved. ,The three friends brought a huge gift for the boy which made him feel very loved. ,82,26.48645703,6,6,"boy.png,Friends.png,present.png",Composition,B,43745,42165,3022,0,The three friends brought a huge gift for the boy which made him feel very loved. ,0,0.068965517,0.870967742
6,Keyboard,3,25284,1685,She was confused between eating a hotdog and boiled broccoli. ,She was confused between eating a hotdog and boiled broccoli. ,62,28.95111533,39,33,"brocoli.png,hotdog.png,woman.png",Composition,B,31199,29514,6664,3,She was confused between eating a hotdog and boiled broccoli. ,0,0.414893617,0.458646617
6,Keyboard,4,39738,1267,The baby crawled out of the house and was greeted by morning sunshine.,The baby crawled out of the house and was greeted by morning sunshine.,70,20.83647894,38,38,"sun.png,house.png,baby.png",Composition,B,46923,45656,13601,1,The baby crawled out of the house and was greeted by morning sunshine.,0,0.351851852,0.479452055
6,Keyboard,5,37711,1530,The woman decided to spend a substantial amount of cash to buy a swing set for her baby.,The woman decided to spend a substantial amount of cash to buy a swing set for her baby.,88,27.68423007,39,22,"swings.png,money.png,momandbaby.png",Composition,B,45260,43730,12733,3,The woman decided to spend a substantial amount of cash to buy a swing set for her baby.,0,0.354545455,0.590604027
6,Keyboard,6,104275,1620,The parents sought the doctor's advice about whether they could take their child aboard the plane.,The parents sought the doctor's advice about whether they could take their child aboard the plane.,98,11.1627907,197,173,"doctor.png,plane.png,boy.png",Composition,B,110151,108531,36441,5,The parents sought the doctor's advice about whether they could take their child aboard the plane.,0,0.726937269,0.209401709
6,Keyboard,7,22245,1988,He dreamt that Santa gifted him a bicycle.,He dreamt that Santa gifted him a bicycle.,42,22.11732974,30,26,"bicycle.png,youngman.png,santa.png",Composition,B,27384,25396,5724,1,He dreamt that Santa gifted him a bicycle.,0,0.441176471,0.428571429
6,Keyboard,8,23507,1569,"She loved cooking but more than that, she was fond of going outdoors to play football.","She loved cooking but more than that, she was fond of going outdoors to play football.",86,43.39133024,14,14,"cooking.png,house.png,soccer.png",Composition,B,29073,27504,4750,0,"She loved cooking but more than that, she was fond of going outdoors to play football.",0,0.14,0.754385965
6,Keyboard,9,14636,997,There was nothing he loved more than playing football. ,There was nothing he loved more than playing football. ,55,44.27439191,2,1,"soccer.png,youngman.png,heart.png",Composition,B,17972,16975,3303,1,There was nothing he loved more than playing football. ,0,0.036363636,0.947368421
6,Keyboard,10,43653,1123,"Much to his annoyance, the baby started playing around with his phone.","Much to his annoyance, the baby started playing around with his phone.",70,18.96776854,56,37,"baby.png,iPhone4.png,man.png",Composition,B,47553,46430,18727,10,"Much to his annoyance, the baby started playing around with his phone.",0,0.523364486,0.429447853
6,Keyboard,11,38701,1281,The three children came back home from school and enjoyed a bit of hot coffee.,The three children came back home from school and enjoyed a bit of hot coffee.,78,23.87535206,28,24,"house.png,Friends.png,mug.png",Composition,B,44263,42982,16122,2,The three children came back home from school and enjoyed a bit of hot coffee.,0,0.274509804,0.6
6,Keyboard,12,34624,1491,"The doctor, on his monthly visit, advised the family to grow green apples in their garden.","The doctor, on his monthly visit, advised the family to grow green apples in their garden.",90,30.84565619,52,38,"apple.png,doctor.png,house.png",Composition,B,41157,39666,10160,3,"The doctor, on his monthly visit, advised the family to grow green apples in their garden.",0,0.40625,0.5
6,Keyboard,13,23040,1108,The grandma was reminded of her beloved soft toy from her childhood. ,The grandma was reminded of her beloved soft toy from her childhood. ,69,35.41666667,19,7,"grandma.png,heart.png,teddybear.png",Composition,B,27823,26715,3676,3,The grandma was reminded of her beloved soft toy from her childhood. ,0,0.253333333,0.723404255
6,Keyboard,14,56101,1189,The boy set sail on the ship with his cat. ,The boy set sail on the ship with his cat. ,43,8.98379708,20,20,"boy.png,boat.png,cat.png",Composition,B,58801,57612,6178,0,The boy set sail on the ship with his cat. ,0,0.322580645,0.512195122
6,Keyboard,15,81250,1587,"The boy promised his little sibling, who was in an agitated mood, that Santa would come bearing gifts very soon.","The boy promised his little sibling, who was in an agitated mood, that Santa would come bearing gifts very soon.",112,16.39384615,110,79,"crying.png,youngman.png,santa.png",Composition,B,89280,87693,31861,11,"The boy promised his little sibling, who was in an agitated mood, that Santa would come bearing gifts very soon.",0,0.57591623,0.372093023
6,Keyboard,16,30650,3787,The woman waved goodbye to her friend Sally and her baby at the airport.,The woman waved goodbye to her friend Sally and her baby at the airport.,72,27.79771615,8,8,"woman.png,momandbaby.png,plane.png",Composition,B,43823,40036,13250,1,The woman waved goodbye to her friend Sally and her baby at the airport.,0,0.1,0.818181818
6,Keyboard,17,35910,1949,The child wanted to play outdoors but it just wouldn't stop raining.,The child wanted to play outdoors but it just wouldn't stop raining.,68,22.3893066,62,45,"swings.png,crying.png,raincloud.png",Composition,B,39740,37791,8523,4,The child wanted to play outdoors but it just wouldn't stop raining.,0,0.548672566,0.388571429
6,Keyboard,18,44780,3399,The woman wondered if her family dog could cheer up her baby.,The woman wondered if her family dog could cheer up her baby.,61,16.07860652,87,79,"crying.png,pup.png,confused.png",Composition,B,51527,48128,12860,4,The woman wondered if her family dog could cheer up her baby.,0,0.621428571,0.268722467
6,Keyboard,19,18593,1521,The man sat on the bench and observed the sunflowers.,The man sat on the bench and observed the sunflowers.,53,33.56101759,7,7,"flower.png,bench.png,man.png",Composition,B,21513,19992,2084,0,The man sat on the bench and observed the sunflowers.,0,0.116666667,0.791044776
6,Keyboard,20,43783,824,The friends decided to splurge money on a soft toy while on their trip to the mall.,The friends decided to splurge money on a soft toy while on their trip to the mall.,83,22.47447639,58,41,"teddybear.png,money.png,Friends.png",Composition,B,49804,48980,10548,8,The friends decided to splurge money on a soft toy while on their trip to the mall.,0,0.467741935,0.456043956
7,Keyboard,1,15046,3759,The boy cooked food in the pan to feed his turtle,The boy cooked food in the pan to feed his turtle,49,38.28260003,5,5,"turtle.png,cooking-pan.png,youngman.png",Composition,A,19579,15821,1899,0,The boy cooked food in the pan to feed his turtle,0,0.092592593,0.830508475
7,Keyboard,2,12532,1853,The grandma likes heart shaped things and teddy bears,The grandma likes heart shaped things and teddy bears,53,49.79253112,0,0,"grandma.png,heart.png,teddybear.png",Composition,A,15054,13201,0,1,The grandma likes heart shaped things and teddy bears,0,0,1
7,Keyboard,3,9421,1418,The old man sat on the bench looking at flowers,The old man sat on the bench looking at flowers,47,58.5925061,0,0,"flower.png,bench.png,man.png",Composition,A,11130,9712,0,0,The old man sat on the bench looking at flowers,0,0,1
7,Keyboard,4,38553,1234,The teacher was talking to the mom whose flight just landed,The teacher was talking to the mom whose flight just landed,59,18.0530698,19,19,"woman.png,momandbaby.png,plane.png",Composition,A,40464,39231,9769,0,The teacher was talking to the mom whose flight just landed,0,0.243589744,0.608247423
7,Keyboard,5,7112,1874,The boy likes soccer and heart ,The boy likes soccer and hearts,31,50.61867267,0,0,"soccer.png,youngman.png,heart.png",Composition,A,9605,7731,0,0,The boy likes soccer and hearts,0.032258065,0,0.967741935
7,Keyboard,6,11889,1383,The baby loves being in the house when the sun is shining,The baby loves being in the house when the sun is shining,57,56.52283624,2,2,"sun.png,house.png,baby.png",Composition,A,13602,12219,1092,0,The baby loves being in the house when the sun is shining,0,0.033898305,0.93442623
7,Keyboard,7,18169,1596,The little boy is crying because his brother didn't take him to see santa,The little boy is crying because his brother didn't take him to see santa,73,47.55352524,9,2,"crying.png,youngman.png,santa.png",Composition,A,20103,18507,130,3,The little boy is crying because his brother didn't take him to see Santa,0.006666667,0.12,0.863095238
7,Keyboard,8,8841,1167,The boy went to see Santa on his bike,The boy went to see Santa on his bike,37,48.86325076,7,2,"bicycle.png,youngman.png,santa.png",Composition,A,10297,9130,36,1,The boy went to see Santa on his bike,0,0.179487179,0.804347826
7,Keyboard,9,13166,1813,The boy is crying because he couldn't swing when it is raining,The boy is crying because he couldn't swing when it is raining,62,55.59775178,0,0,"swings.png,crying.png,raincloud.png",Composition,A,15293,13480,0,1,The boy is crying because he couldn't swing when it is raining,0,0,1
7,Keyboard,10,14560,2395,The doctor goes home and eats an apple,The doctor goes home and eats an apple,38,30.49450549,7,7,"apple.png,doctor.png,house.png",Composition,A,17405,15010,2370,0,The doctor goes home and eats an apple,0,0.155555556,0.730769231
7,Keyboard,11,16434,1961,The old man plays games on his phone while the baby is sleeping,The old man plays games on his phone while the baby is sleeping,63,45.27199708,4,4,"baby.png,iPhone4.png,man.png",Composition,A,18837,16876,1067,0,The old man plays games on his phone while the baby is sleeping,0,0.059701493,0.887323944
7,Keyboard,12,7944,2233,The boy buys presents for his friends,The boy buys presents for his friends,37,54.38066465,0,0,"boy.png,Friends.png,present.png",Composition,A,10381,8148,0,0,The boy buys presents for his friends,0,0,1
7,Keyboard,13,12773,1223,The girl Cooks in the house and then goes out to play with the ball,The girl cooks in the house and then goes out to play with the ball,67,62.00579347,9,3,"cooking.png,house.png,soccer.png",Composition,A,14381,13158,578,1,The girl cooks in the house and then goes out to play with the ball,0.014285714,0.128571429,0.835443038
7,Keyboard,14,8191,1409,The lady Cooks hotdog and broccoli,The lady cooks hotdogs and broccoli,34,48.34574533,5,1,"brocoli.png,hotdog.png,woman.png",Composition,A,10170,8761,497,1,The lady cooks hotdogs and broccoli,0.055555556,0.138888889,0.804878049
7,Keyboard,15,24762,1303,The friends come home for a cup of tea,The friends come home for a cup of tea,38,17.93070027,28,28,"house.png,Friends.png,mug.png",Composition,A,26457,25154,9732,0,The friends come home for a cup of tea,0,0.424242424,0.404255319
7,Keyboard,16,19282,2644,The lady earns money by baby sitting the baby and taking it to swings,The lady earns money by baby sitting the baby and taking it to swings,69,42.31926149,1,1,"swings.png,money.png,momandbaby.png",Composition,A,22526,19882,489,0,The lady earns money by babysitting the baby and taking it to the swings,0.034246575,0.013992172,0.938618196
7,Keyboard,17,27545,1451,The child plays with an airplane as he waits for his turn at doctors office,The child plays with an airplane as he waits for his turn at doctors office,75,32.23815575,30,18,"doctor.png,plane.png,boy.png",Composition,A,29315,27864,5274,1,The child plays with an airplane as he waits for his turn at doctor’s office,0.005319149,0.320864791,0.607297404
7,Keyboard,18,9915,3883,People love teddy bears and money,People love teddy bears and money,33,38.72919818,0,0,"teddybear.png,money.png,Friends.png",Composition,A,14255,10372,0,0,People love teddy bears and money,0,0,1
7,Keyboard,19,26934,2263,The girl is confused why the boy cried at the sight of the dog,The girl is confused why the boy cried at the sight of the dog,62,27.17754511,14,14,"crying.png,pup.png,confused.png",Composition,A,29542,27279,4755,1,The girl is confused why the boy cried at the sight of the dog,0,0.184210526,0.688888889
7,Keyboard,20,6713,1859,The boy took his cat on a yatch,The boy took his cat on a yacht,31,53.62729033,0,0,"boy.png,boat.png,cat.png",Composition,A,9029,7170,0,0,The boy took his cat on a yacht,0.064516129,0,0.935483871
7,Speech,1,3846,8245,The girl was confused when she saw a dog and a crying boy,The girl was confused when she saw a dog and a crying boy,57,174.7269891,0,0,"crying.png,pup.png,confused.png",Composition,B,13392,5147,0,0,The girl was confused when she saw a dog and a crying boy,0,0,1
7,Speech,2,7292,6559,Santa gave the boy a bike in gift,Santa gave the boy a bike as a gift,33,52.66044981,37,4,"bicycle.png,youngman.png,santa.png",Composition,B,15454,8896,4254,0,Santa gave the boy a bike as a gift,0.108108108,1,0.391891892
7,Speech,3,5556,11743,The lady met her friend with her kid when she got down from her flight,The lady met her friend with her kid when she got down from her flight,70,149.0280778,0,0,"woman.png,momandbaby.png,plane.png",Composition,B,19211,7468,0,0,The lady met her friend with her kid when she got down from her flight,0,0,1
7,Speech,4,2404,6397,The lady is trying to sell broccoli with hot dog,The lady is trying to sell broccoli with hot dog,48,234.608985,0,0,"brocoli.png,hotdog.png,woman.png",Composition,B,9876,3479,0,0,The lady is trying to sell broccoli with hot dogs,0.010204082,0,0.989795918
7,Speech,5,6191,8909,She gave her grandma gift teddy bear and heart,She gave her grandma a gift of a teddy bear and heart,46,87.22338879,0,0,"grandma.png,heart.png,teddybear.png",Composition,B,17916,9007,0,0,She gave her grandma a gift of a teddy bear and heart,0.152173913,0,0.847826087
7,Speech,6,2135,10613,People found money inside teddy bear,People found money inside a teddy bear,36,196.7213115,0,0,"teddybear.png,money.png,Friends.png",Composition,B,13649,3036,0,0,People found money inside a teddy bear,0.055555556,0,0.944444444
7,Speech,7,2981,4266,His friends got him a present,His friends got him a present,29,112.7138544,0,0,"boy.png,Friends.png,present.png",Composition,B,8195,3930,0,0,His friends got him a present,0,0,1
7,Speech,8,3709,7426,He only had an empty cup when his friends came over to his house,He only had an empty cup when his friends came over to his house,64,203.8285252,0,0,"house.png,Friends.png,mug.png",Composition,B,13197,5771,0,0,He only had an empty cup when his friends came over to his house,0,0,1
7,Speech,9,2165,6048,The baby is playing with the old man's phone,The baby is playing with the old man's phone,44,238.3371824,0,0,"baby.png,iPhone4.png,man.png",Composition,B,9100,3052,0,0,The baby is playing with the old man's phone,0,0,1
7,Speech,10,5076,6173,The man saw a kid crying near Santa,The man saw a kid crying near Santa,35,80.37825059,0,0,"crying.png,youngman.png,santa.png",Composition,B,11870,5697,0,0,The man saw a kid crying near Santa,0,0,1
7,Speech,11,6020,4010,The boy loves playing with ball,The boy loves playing with ball,31,59.80066445,4,4,"soccer.png,youngman.png,heart.png",Composition,B,10658,6649,2295,0,The boy loves playing with the ball,0.051282051,0.108424908,0.757901014
7,Speech,12,3710,5850,The baby likes when sun shines through the window of the house,The baby likes when the sun shines through the window of the house,62,197.3045822,0,0,"sun.png,house.png,baby.png",Composition,B,11509,5659,0,0,The baby likes when sun shines through the window of the house,0.03030303,0,0.96969697
7,Speech,13,2772,4647,The man was sitting on the bench and looking at flowers,The man was sitting on the bench and looking at flowers,55,233.7662338,0,0,"flower.png,bench.png,man.png",Composition,B,9091,4444,0,0,The man was sitting on the bench and looking at flowers,0,0,1
7,Speech,14,2885,7591,The turtle made food in the pan for the boy,The turtle made food in the pan for the boy,43,174.6967071,0,0,"turtle.png,cooking-pan.png,youngman.png",Composition,B,11171,3580,0,0,The turtle made food in the pan for the boy,0,0,1
7,Speech,15,2802,3543,The doctor advised the boy not to go on a flight,The doctor advised the boy not to go on a flight,48,201.2847966,0,0,"doctor.png,plane.png,boy.png",Composition,B,7216,3673,0,0,The doctor advised the boy not to go on a flight,0,0,1
7,Speech,16,3812,6544,The lady took her kids to swings and found some money there,The lady took her kids to swings and found some money there,59,182.5813221,0,0,"swings.png,money.png,momandbaby.png",Composition,B,11266,4722,0,0,The lady took her kids to the swings and found some money there,0.031746032,0,0.968253968
7,Speech,17,3565,5801,The doctor took a green apple to his home,The doctor took a green apple to his home,41,134.6423562,0,0,"apple.png,doctor.png,house.png",Composition,B,9917,4117,0,0,The doctor took a green apple to his home,0,0,1
7,Speech,18,2046,5352,The boy loves playing with his cat and his boat,The boy loves playing with his cat and his boat,47,269.7947214,0,0,"boy.png,boat.png,cat.png",Composition,B,8066,2714,0,0,The boy loves playing with his cat and his boat,0,0,1
7,Speech,19,3141,6029,The boys started crying when he was swinging and it started raining,The boys started crying when he was swinging and it started raining,67,252.1489971,0,0,"swings.png,crying.png,raincloud.png",Composition,B,9872,3843,0,0,"The boy started crying when he was swinging, and it started raining",0.014925373,0,0.985074627
7,Speech,20,4440,5352,She likes to cook stay in the house and play football,She likes to cook stay in the house and play football,53,140.5405405,0,0,"cooking.png,house.png,soccer.png",Composition,B,10607,5255,0,0,"She likes to cook, stay in the house, and play football",0.018181818,0,0.981818182
8,Speech,1,4627,9809,The man gave his phone to a baby,The man gave his phone to a baby,32,80.39766587,0,0,"baby.png,iPhone4.png,man.png",Composition,B,15979,6170,0,0,The man gave his phone to a baby,0,0,1
8,Speech,2,3403,4338,The three friends meet up for coffee at their house,The three friends meet up for coffee at their house,51,176.3150162,0,0,"house.png,Friends.png,mug.png",Composition,B,8745,4407,0,0,The three friends meet up for coffee at their house,0,0,1
8,Speech,3,7989,6245,The man loves soccer,The man loves soccer,20,28.53924146,34,16,"soccer.png,youngman.png,heart.png",Composition,B,14965,8720,3606,0,The man loves soccer,0,0.944444444,0.285714286
8,Speech,4,3665,13338,The mom questioned why her son was afraid of dogs,The mom questioned why her son was afraid of dogs,49,157.1623465,0,0,"crying.png,pup.png,confused.png",Composition,B,18544,5206,0,0,The mom questioned why her son was afraid of dogs,0,0,1
8,Speech,5,3795,5121,The lady suggested you should eat broccoli and not hot dogs,The lady suggested you should eat broccoli and not hot dogs,59,183.3992095,0,0,"brocoli.png,hotdog.png,woman.png",Composition,B,11173,6052,0,0,The lady suggested you should eat broccoli and not hot dogs,0,0,1
8,Speech,6,3276,10733,The doctor said the baby is safe to go on an airplane,The doctor said the baby is safe to go on an airplane,53,190.4761905,0,0,"doctor.png,plane.png,boy.png",Composition,B,15742,5009,0,0,The doctor said the baby is safe to go on an airplane,0,0,1
8,Speech,7,2379,6534,The doctor ate an apple while at home,The doctor ate an apple while at home,37,181.5889029,0,0,"apple.png,doctor.png,house.png",Composition,B,10028,3494,0,0,The doctor ate an apple while at home,0,0,1
8,Speech,8,3560,8173,The girl made soup at home for her soccer team,The girl made soup at home for her soccer team,46,151.6853933,0,0,"cooking.png,house.png,soccer.png",Composition,B,13140,4967,0,0,The girl made soup at home for her soccer team,0,0,1
8,Speech,9,4391,6284,The baby crawled outside his house in the sun,The baby crawled outside his house in the sun,45,120.2459576,0,0,"sun.png,house.png,baby.png",Composition,B,11956,5672,0,0,The baby crawled outside his house in the sun,0,0,1
8,Speech,10,2056,6720,The three friends paid money to build a bear,The three friends paid money to build a bear,44,250.9727626,0,0,"teddybear.png,money.png,Friends.png",Composition,B,10051,3331,0,0,The three friends paid money to build a bear,0,0,1
